,composition,gd_slot,gd_k,gd_n,gd_m,coop_rate,winning_strategy
1252,"[5, 5, 0, 1, 1]",1,5,3,3,126.73611111111111,['FirstByDavis']
1253,"[3, 5, 3, 4, 5]",0,3,4,4,177.4325,['InversePunisher']
1254,"[4, 5, 5, 1, 2]",3,1,5,5,193.17993079584775,['FirstByDavis']
1255,"[0, 4, 5, 2, 0]",0,0,1,1,200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1256,"[0, 3, 4, 5, 5]",3,5,2,2,149.7058823529412,['InversePunisher']
1257,"[4, 0, 5, 1, 0]",2,3,3,3,119.8,['FirstByDavis']
1258,"[4, 3, 3, 3, 0]",2,1,4,4,161.92307692307693,['InversePunisher']
1259,"[2, 5, 3, 2, 3]",1,5,5,5,159.55555555555554,['FirstByDavis']
1260,"[4, 5, 0, 4, 0]",1,5,1,1,77.0414201183432,['InversePunisher']
1261,"[1, 5, 0, 0, 4]",4,1,2,2,132.6,['FirstByDavis']
1262,"[2, 2, 4, 4, 0]",2,4,3,3,143.33333333333334,['FirstByDavis']
1263,"[5, 3, 5, 2, 2]",4,1,4,4,183.81314878892732,['InversePunisher']
1264,"[0, 3, 2, 4, 5]",3,4,5,5,169.0408163265306,['InversePunisher']
1265,"[0, 4, 3, 3, 5]",1,4,1,1,107.80444444444444,['InversePunisher']
1266,"[1, 2, 4, 2, 3]",3,2,2,2,170.36111111111111,['FirstByDavis']
1267,"[2, 5, 0, 5, 2]",1,5,3,3,133.87755102040816,['FirstByDavis']
1268,"[1, 5, 4, 0, 1]",2,4,4,4,160.95867768595042,['InversePunisher']
1269,"[2, 4, 5, 1, 3]",4,1,5,5,182.61333333333334,['FirstByDavis']
1270,"[1, 0, 3, 4, 1]",2,3,1,1,89.44444444444444,['InversePunisher']
1271,"[0, 4, 5, 4, 3]",3,2,2,2,160.28125,['InversePunisher']
1272,"[1, 0, 1, 5, 4]",3,5,3,3,131.73553719008265,['FirstByDavis']
1273,"[3, 1, 3, 4, 0]",3,4,4,4,161.35537190082644,['FirstByDavis']
1274,"[4, 4, 2, 1, 3]",2,2,5,5,178.08163265306123,['FirstByDavis']
1275,"[5, 1, 2, 0, 1]",3,0,1,1,200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1276,"[2, 4, 3, 3, 3]",1,2,2,2,147.16444444444446,['FirstByDavis']
1277,"[5, 5, 3, 0, 1]",1,5,3,3,147.5,['FirstByDavis']
1278,"[2, 5, 0, 0, 1]",1,2,4,4,123.75,['InversePunisher']
1279,"[3, 0, 0, 5, 4]",4,4,5,5,147.5,['FirstByDavis']
1280,"[2, 2, 3, 0, 5]",4,1,1,1,69.02777777777777,['ContriteTitForTat']
1281,"[3, 0, 0, 2, 2]",0,1,2,2,112.57142857142857,['InversePunisher']
1282,"[1, 2, 0, 5, 3]",3,4,3,3,133.88429752066116,['FirstByDavis']
1283,"[5, 0, 3, 5, 4]",0,5,4,4,154.7750865051903,['InversePunisher']
1284,"[0, 4, 3, 3, 1]",4,0,5,5,190.9090909090909,['InversePunisher']
1285,"[3, 0, 5, 5, 2]",3,5,1,1,89.82222222222222,['InversePunisher']
1286,"[5, 5, 4, 3, 3]",3,3,2,2,170.0675,['FirstByDavis']
1287,"[3, 1, 2, 0, 4]",0,2,3,3,156.14,['InversePunisher']
1288,"[3, 4, 5, 5, 2]",1,3,4,4,167.9556786703601,['InversePunisher']
1289,"[0, 1, 0, 2, 1]",1,1,5,5,158.5,['InversePunisher']
1290,"[5, 5, 5, 2, 5]",2,4,1,1,120.06198347107438,"['ContriteTitForTat', 'InversePunisher']"
1291,"[1, 3, 1, 0, 1]",2,1,2,2,164.75,['FirstByDavis']
1292,"[4, 5, 2, 5, 2]",3,5,3,3,159.16666666666666,['FirstByDavis']
1293,"[2, 0, 3, 2, 2]",4,2,4,4,169.82716049382717,['InversePunisher']
1294,"[5, 3, 3, 1, 3]",2,3,5,5,168.81333333333333,['FirstByDavis']
1295,"[4, 2, 3, 2, 4]",0,4,1,1,107.80444444444444,"['ContriteTitForTat', 'InversePunisher']"
1296,"[4, 4, 0, 1, 5]",0,4,2,2,141.0612244897959,['InversePunisher']
1297,"[3, 0, 3, 5, 2]",2,3,3,3,151.7869822485207,['FirstByDavis']
1298,"[4, 4, 3, 0, 1]",0,3,4,4,172.44444444444446,['InversePunisher']
1299,"[0, 3, 5, 1, 2]",2,5,5,5,156.15702479338842,['InversePunisher']
1300,"[3, 0, 2, 0, 3]",2,2,1,1,113.53125,['InversePunisher']
1301,"[3, 3, 0, 5, 3]",0,3,2,2,151.73979591836735,['InversePunisher']
1302,"[4, 2, 3, 0, 0]",1,1,3,3,166.5679012345679,['FirstByDavis']
1303,"[3, 4, 2, 0, 2]",0,3,4,4,171.78512396694214,['InversePunisher']
1304,"[1, 4, 1, 5, 1]",3,3,5,5,165.48611111111111,['FirstByDavis']
1305,"[1, 1, 0, 2, 2]",0,1,1,1,139.02777777777777,"['ContriteTitForTat', 'InversePunisher']"
1306,"[1, 2, 0, 4, 2]",3,4,2,2,118.41975308641975,['FirstByDavis']
1307,"[3, 0, 2, 5, 5]",3,5,3,3,144.88888888888889,['FirstByDavis']
1308,"[3, 1, 2, 4, 4]",3,4,4,4,157.08163265306123,['InversePunisher']
1309,"[4, 0, 3, 5, 1]",2,3,5,5,159.3846153846154,['FirstByDavis']
1310,"[5, 1, 1, 1, 5]",2,0,1,1,170.75147928994082,"['ContriteTitForTat', 'InversePunisher']"
1311,"[5, 3, 4, 5, 1]",1,1,2,2,164.42592592592592,['FirstByDavis']
1312,"[3, 2, 5, 3, 0]",2,4,3,3,137.5147928994083,['FirstByDavis']
1313,"[4, 4, 2, 3, 5]",0,3,4,4,167.11111111111111,['InversePunisher']
1314,"[3, 2, 1, 3, 4]",4,4,5,5,160.42603550295857,['FirstByDavis']
1315,"[0, 1, 2, 5, 0]",3,5,1,1,28.515625,['ContriteTitForTat']
1316,"[1, 2, 2, 3, 4]",2,1,2,2,160.25,['FirstByDavis']
1317,"[0, 5, 5, 5, 5]",1,1,3,3,160.5,['InversePunisher']
1318,"[3, 2, 1, 5, 2]",0,1,4,4,162.36686390532543,['InversePunisher']
1319,"[4, 4, 3, 4, 3]",0,4,5,5,174.66666666666666,['InversePunisher']
1320,"[0, 0, 1, 2, 4]",4,4,1,1,37.06122448979592,['InversePunisher']
1321,"[3, 0, 0, 3, 4]",1,0,2,2,200.0,"['FirstByDavis', 'InversePunisher']"
1322,"[2, 2, 0, 2, 4]",3,2,3,3,161.84,['FirstByDavis']
1323,"[5, 5, 2, 4, 3]",0,1,4,4,164.4459833795014,['InversePunisher']
1324,"[1, 4, 3, 3, 0]",3,3,5,5,180.51239669421489,['FirstByDavis']
1325,"[2, 2, 0, 4, 1]",4,1,1,1,158.34567901234567,"['ContriteTitForTat', 'InversePunisher']"
1326,"[3, 5, 3, 2, 4]",4,1,2,2,156.69204152249134,['FirstByDavis']
1327,"[3, 5, 5, 3, 1]",1,2,3,3,157.99307958477507,['FirstByDavis']
1328,"[0, 4, 4, 3, 3]",3,3,4,4,177.28571428571428,['InversePunisher']
1329,"[0, 4, 1, 3, 4]",3,2,5,5,172.75,['InversePunisher']
1330,"[3, 5, 1, 5, 1]",2,1,1,1,174.40444444444444,"['ContriteTitForTat', 'InversePunisher']"
1331,"[3, 0, 2, 1, 0]",3,0,2,2,167.5,['FirstByDavis']
1332,"[0, 1, 4, 2, 4]",4,4,3,3,161.65289256198346,['InversePunisher']
1333,"[0, 0, 2, 4, 3]",3,1,4,4,148.74074074074073,['InversePunisher']
1334,"[0, 3, 1, 0, 3]",4,3,5,5,175.69387755102042,['ContriteTitForTat']
1335,"[0, 1, 4, 5, 3]",2,4,1,1,96.07100591715977,"['ContriteTitForTat', 'InversePunisher']"
1336,"[5, 5, 3, 0, 1]",0,5,2,2,147.01530612244898,['InversePunisher']
1337,"[3, 1, 5, 0, 4]",0,3,3,3,170.53254437869822,['InversePunisher']
1338,"[3, 3, 4, 4, 1]",2,1,4,4,156.49777777777777,['InversePunisher']
1339,"[4, 1, 4, 3, 2]",4,2,5,5,180.98979591836735,['FirstByDavis']
1340,"[1, 1, 1, 1, 4]",0,1,1,1,153.25,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1341,"[5, 0, 3, 0, 3]",0,5,2,2,131.98347107438016,['InversePunisher']
1342,"[2, 2, 3, 0, 0]",1,0,3,3,165.6326530612245,['FirstByDavis']
1343,"[3, 2, 5, 4, 2]",2,0,4,4,148.359375,['InversePunisher']
1344,"[0, 2, 1, 0, 5]",2,1,5,5,180.65625,['InversePunisher']
1345,"[3, 3, 3, 2, 5]",3,2,1,1,153.46875,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1346,"[1, 2, 4, 0, 0]",2,2,2,2,111.18367346938776,['FirstByDavis']
1347,"[4, 2, 5, 2, 3]",1,1,3,3,178.625,"['FirstByDavis', 'InversePunisher']"
1348,"[1, 5, 2, 4, 4]",1,0,4,4,150.0390625,['InversePunisher']
1349,"[5, 3, 2, 2, 4]",0,3,5,5,165.52734375,['InversePunisher']
1350,"[3, 4, 4, 5, 4]",1,4,1,1,128.47,['InversePunisher']
1351,"[5, 5, 1, 3, 0]",0,5,2,2,137.7295918367347,['InversePunisher']
1352,"[1, 1, 0, 0, 5]",4,5,3,3,126.73469387755102,['FirstByDavis']
1353,"[0, 4, 3, 5, 0]",1,3,4,4,156.11111111111111,['InversePunisher']
1354,"[4, 4, 4, 0, 0]",0,1,5,5,182.33333333333334,['GeneralizedDefector']
1355,"[5, 2, 2, 3, 4]",0,1,1,1,94.78515625,"['ContriteTitForTat', 'InversePunisher']"
1356,"[1, 0, 2, 2, 0]",2,2,2,2,115.68,['FirstByDavis']
1357,"[5, 1, 5, 5, 2]",3,5,3,3,160.30864197530863,['FirstByDavis']
1358,"[1, 2, 3, 3, 3]",2,0,4,4,157.0,['InversePunisher']
1359,"[3, 5, 5, 2, 5]",4,0,5,5,176.2375,['FirstByDavis']
1360,"[1, 1, 4, 0, 1]",4,0,1,1,147.3265306122449,"['ContriteTitForTat', 'OnceBitten']"
1361,"[0, 3, 1, 3, 4]",4,4,2,2,135.76859504132233,['InversePunisher']
1362,"[4, 2, 0, 4, 2]",3,4,3,3,143.0,['FirstByDavis']
1363,"[4, 3, 2, 0, 1]",4,1,4,4,185.93,['FirstByDavis']
1364,"[1, 5, 5, 2, 5]",2,5,5,5,164.7993827160494,['FirstByDavis']
1365,"[5, 0, 4, 3, 4]",2,0,1,1,113.390625,['InversePunisher']
1366,"[3, 5, 0, 5, 3]",4,1,2,2,158.10546875,['FirstByDavis']
1367,"[4, 2, 3, 5, 5]",2,2,3,3,166.8753462603878,"['FirstByDavis', 'InversePunisher']"
1368,"[5, 0, 0, 5, 3]",0,5,4,4,134.37869822485206,['InversePunisher']
1369,"[2, 4, 5, 2, 3]",4,3,5,5,182.28125,['FirstByDavis']
1370,"[0, 3, 4, 5, 5]",4,4,1,1,99.93079584775087,"['ContriteTitForTat', 'InversePunisher']"
1371,"[2, 3, 0, 3, 1]",4,1,2,2,173.79012345679013,['FirstByDavis']
1372,"[4, 3, 2, 1, 5]",2,2,3,3,172.8711111111111,"['FirstByDavis', 'InversePunisher']"
1373,"[2, 1, 4, 5, 2]",0,2,4,4,178.35714285714286,['InversePunisher']
1374,"[2, 5, 5, 0, 2]",1,4,5,5,167.44897959183675,['FirstByDavis']
1375,"[3, 1, 1, 5, 0]",0,3,1,1,98.24,"['ContriteTitForTat', 'InversePunisher']"
1376,"[3, 0, 3, 1, 2]",2,3,2,2,125.33333333333333,['FirstByDavis']
1377,"[3, 3, 4, 5, 0]",3,0,3,3,160.93333333333334,['FirstByDavis']
1378,"[2, 3, 1, 5, 1]",3,5,4,4,154.0625,['InversePunisher']
1379,"[0, 0, 4, 0, 2]",4,2,5,5,186.66666666666666,['GeneralizedDefector']
1380,"[3, 1, 5, 2, 4]",3,2,1,1,150.62222222222223,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1381,"[3, 5, 3, 0, 0]",2,3,2,2,146.32231404958677,['FirstByDavis']
1382,"[0, 2, 3, 2, 5]",1,2,3,3,171.11111111111111,['InversePunisher']
1383,"[3, 5, 1, 5, 5]",4,4,4,4,161.98060941828254,['InversePunisher']
1384,"[4, 2, 2, 3, 5]",4,5,5,5,161.2890625,['FirstByDavis']
1385,"[1, 4, 4, 4, 1]",3,0,1,1,102.51020408163265,"['ContriteTitForTat', 'InversePunisher']"
1386,"[2, 1, 5, 2, 4]",1,1,2,2,185.3469387755102,['FirstByDavis']
1387,"[4, 3, 5, 1, 3]",1,3,3,3,170.09375,['FirstByDavis']
1388,"[4, 3, 2, 0, 2]",0,2,4,4,164.0,['InversePunisher']
1389,"[1, 3, 4, 4, 3]",2,4,5,5,162.9688888888889,['FirstByDavis']
1390,"[2, 2, 2, 2, 3]",1,0,1,1,134.36363636363637,['InversePunisher']
1391,"[1, 0, 1, 1, 5]",4,5,2,2,108.4375,['FirstByDavis']
1392,"[5, 3, 5, 4, 0]",0,5,3,3,164.42906574394465,['InversePunisher']
1393,"[2, 5, 5, 1, 0]",0,1,4,4,187.0887573964497,['InversePunisher']
1394,"[5, 1, 5, 4, 1]",3,4,5,5,171.921875,['FirstByDavis']
1395,"[5, 5, 0, 3, 5]",3,3,1,1,139.44444444444446,"['ContriteTitForTat', 'InversePunisher']"
1396,"[4, 0, 0, 3, 0]",0,4,2,2,98.28571428571429,['InversePunisher']
1397,"[4, 0, 0, 2, 3]",3,2,3,3,152.93827160493828,['FirstByDavis']
1398,"[0, 3, 2, 2, 4]",4,4,4,4,164.0,['InversePunisher']
1399,"[2, 5, 4, 4, 2]",3,4,5,5,177.97923875432525,['FirstByDavis']
1400,"[1, 4, 1, 3, 2]",3,3,1,1,106.23140495867769,"['ContriteTitForTat', 'InversePunisher']"
1401,"[3, 2, 0, 4, 5]",4,1,2,2,126.12244897959184,['FirstByDavis']
1402,"[3, 0, 5, 2, 4]",0,1,3,3,168.9591836734694,['InversePunisher']
1403,"[2, 1, 5, 2, 1]",3,1,4,4,180.5785123966942,['InversePunisher']
1404,"[5, 4, 3, 4, 3]",2,3,5,5,174.7202216066482,['FirstByDavis']
1405,"[1, 0, 4, 5, 5]",4,5,1,1,89.4,['InversePunisher']
1406,"[5, 2, 5, 2, 1]",0,4,2,2,150.13333333333333,['InversePunisher']
1407,"[4, 2, 2, 3, 5]",4,5,3,3,151.171875,['FirstByDavis']
1408,"[2, 4, 4, 0, 5]",0,1,4,4,182.88,['InversePunisher']
1409,"[1, 5, 3, 5, 0]",1,2,5,5,159.4387755102041,['FirstByDavis']
1410,"[1, 2, 5, 0, 4]",2,5,1,1,68.61111111111111,"['ContriteTitForTat', 'InversePunisher']"
1411,"[0, 1, 4, 0, 0]",2,3,2,2,104.16,['ContriteTitForTat']
1412,"[2, 1, 3, 4, 1]",2,0,3,3,148.13223140495867,['FirstByDavis']
1413,"[5, 4, 3, 1, 5]",4,5,4,4,165.40123456790124,['InversePunisher']
1414,"[3, 2, 2, 4, 2]",0,3,5,5,171.49112426035504,['InversePunisher']
1415,"[3, 4, 4, 2, 2]",0,2,1,1,128.21333333333334,"['ContriteTitForTat', 'InversePunisher']"
1416,"[2, 4, 3, 4, 4]",3,3,2,2,155.65397923875432,['FirstByDavis']
1417,"[1, 5, 0, 0, 2]",1,4,3,3,115.15625,['FirstByDavis']
1418,"[0, 1, 5, 4, 2]",2,4,4,4,136.63194444444446,['InversePunisher']
1419,"[0, 5, 4, 3, 0]",2,1,5,5,167.25,['InversePunisher']
1420,"[3, 3, 2, 2, 4]",0,3,1,1,123.66836734693878,"['ContriteTitForTat', 'InversePunisher']"
1421,"[1, 4, 2, 5, 2]",3,5,2,2,140.05102040816325,['FirstByDavis']
1422,"[1, 0, 0, 1, 3]",4,3,3,3,115.52,['FirstByDavis']
1423,"[3, 4, 5, 4, 4]",4,4,4,4,174.5,['InversePunisher']
1424,"[1, 0, 2, 2, 0]",0,1,5,5,178.56,['InversePunisher']
1425,"[1, 3, 4, 2, 4]",4,2,1,1,102.51020408163265,"['ContriteTitForTat', 'InversePunisher']"
1426,"[3, 1, 0, 5, 3]",4,3,2,2,142.10416666666666,['FirstByDavis']
1427,"[0, 0, 5, 1, 3]",2,4,3,3,117.90123456790124,['InversePunisher']
1428,"[4, 1, 5, 3, 2]",2,1,4,4,143.57777777777778,['InversePunisher']
1429,"[4, 0, 0, 1, 5]",3,0,5,5,180.0,['FirstByDavis']
1430,"[3, 3, 1, 2, 0]",1,1,1,1,90.14814814814815,['InversePunisher']
1431,"[5, 0, 4, 0, 0]",2,4,2,2,108.64197530864197,['FirstByDavis']
1432,"[1, 2, 3, 0, 2]",2,1,3,3,142.90625,['FirstByDavis']
1433,"[3, 1, 2, 0, 3]",1,0,4,4,180.14814814814815,['InversePunisher']
1434,"[2, 1, 0, 0, 4]",4,4,5,5,142.9387755102041,['FirstByDavis']
1435,"[4, 3, 4, 0, 1]",0,4,1,1,89.22222222222223,"['ContriteTitForTat', 'InversePunisher']"
1436,"[5, 1, 0, 2, 4]",0,1,2,2,116.97916666666667,['InversePunisher']
1437,"[0, 3, 0, 2, 0]",3,2,3,3,157.76,['ContriteTitForTat']
1438,"[3, 2, 1, 2, 5]",2,1,4,4,184.0828402366864,['InversePunisher']
1439,"[5, 5, 5, 3, 0]",3,3,5,5,182.7314814814815,['FirstByDavis']
1440,"[5, 3, 2, 1, 0]",1,3,1,1,107.14876033057851,['InversePunisher']
1441,"[1, 0, 0, 3, 1]",3,1,2,2,95.36,['FirstByDavis']
1442,"[0, 2, 4, 0, 3]",4,3,3,3,173.11111111111111,['GeneralizedDefector']
1443,"[5, 1, 0, 1, 1]",3,0,4,4,175.078125,['InversePunisher']
1444,"[2, 5, 4, 0, 3]",1,5,5,5,163.16326530612244,['FirstByDavis']
1445,"[2, 4, 4, 5, 5]",0,2,1,1,162.11,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1446,"[2, 5, 5, 1, 4]",1,5,2,2,148.26989619377161,['FirstByDavis']
1447,"[5, 3, 2, 2, 2]",1,3,3,3,160.05102040816325,['FirstByDavis']
1448,"[4, 1, 4, 1, 0]",1,1,4,4,185.44,['InversePunisher']
1449,"[4, 1, 4, 2, 1]",0,1,5,5,171.58333333333334,['InversePunisher']
1450,"[5, 4, 3, 5, 1]",1,4,1,1,121.75308641975309,['InversePunisher']
1451,"[4, 2, 1, 2, 1]",3,1,2,2,157.2,['FirstByDavis']
1452,"[4, 0, 3, 0, 3]",2,3,3,3,140.84,['FirstByDavis']
1453,"[1, 5, 4, 4, 5]",1,5,4,4,159.77839335180056,['InversePunisher']
1454,"[2, 1, 3, 4, 4]",4,1,5,5,166.30612244897958,['FirstByDavis']
1455,"[1, 4, 1, 5, 0]",1,4,1,1,81.55371900826447,['InversePunisher']
1456,"[1, 0, 0, 5, 3]",3,1,2,2,99.01234567901234,['FirstByDavis']
1457,"[5, 5, 2, 5, 4]",2,2,3,3,180.39909297052154,"['FirstByDavis', 'InversePunisher']"
1458,"[0, 5, 4, 5, 0]",1,1,4,4,157.14285714285714,['InversePunisher']
1459,"[4, 2, 4, 3, 3]",0,4,5,5,173.03125,['InversePunisher']
1460,"[5, 5, 3, 5, 2]",1,5,1,1,113.2875,['InversePunisher']
1461,"[1, 5, 2, 0, 3]",4,1,2,2,155.74380165289256,['FirstByDavis']
1462,"[0, 4, 5, 1, 5]",1,0,3,3,162.77333333333334,['InversePunisher']
1463,"[3, 4, 4, 3, 1]",1,4,4,4,162.59555555555556,['InversePunisher']
1464,"[3, 4, 3, 5, 4]",0,2,5,5,179.82271468144043,['InversePunisher']
1465,"[2, 0, 3, 3, 3]",3,3,1,1,106.50413223140495,['InversePunisher']
1466,"[5, 0, 2, 0, 3]",0,1,2,2,122.7,['InversePunisher']
1467,"[5, 4, 0, 0, 4]",1,0,3,3,139.7869822485207,['FirstByDavis']
1468,"[2, 1, 3, 0, 0]",2,3,4,4,139.25,['FirstByDavis']
1469,"[3, 3, 2, 5, 3]",3,2,5,5,164.23828125,['FirstByDavis']
1470,"[1, 1, 3, 1, 3]",1,0,1,1,158.2716049382716,"['OnceBitten', 'InversePunisher']"
1471,"[0, 3, 4, 4, 4]",2,2,2,2,142.1688888888889,['InversePunisher']
1472,"[1, 4, 0, 5, 5]",1,1,3,3,146.3111111111111,['FirstByDavis']
1473,"[2, 5, 0, 2, 1]",4,0,4,4,184.83,['InversePunisher']
1474,"[4, 5, 0, 5, 4]",0,2,5,5,170.03703703703704,['InversePunisher']
1475,"[4, 0, 5, 1, 5]",4,2,1,1,90.02222222222223,['InversePunisher']
1476,"[3, 3, 1, 5, 4]",3,4,2,2,137.59765625,['FirstByDavis']
1477,"[4, 2, 2, 3, 3]",1,1,3,3,171.55102040816325,"['FirstByDavis', 'InversePunisher']"
1478,"[5, 0, 5, 2, 1]",2,5,4,4,135.2662721893491,['InversePunisher']
1479,"[4, 1, 5, 4, 0]",2,1,5,5,148.1887755102041,['FirstByDavis']
1480,"[2, 5, 0, 3, 5]",1,5,1,1,89.5111111111111,['InversePunisher']
1481,"[2, 2, 2, 3, 1]",3,3,2,2,147.2,['FirstByDavis']
1482,"[3, 0, 0, 4, 2]",0,3,3,3,137.11111111111111,['InversePunisher']
1483,"[1, 5, 1, 2, 4]",4,4,4,4,165.04142011834318,['InversePunisher']
1484,"[5, 3, 0, 5, 0]",0,5,5,5,156.301775147929,['InversePunisher']
1485,"[5, 5, 2, 5, 0]",0,1,1,1,99.8961937716263,"['ContriteTitForTat', 'InversePunisher']"
1486,"[4, 4, 1, 0, 3]",2,0,2,2,179.84722222222223,['FirstByDavis']
1487,"[5, 5, 4, 2, 1]",3,2,3,3,182.1038062283737,"['FirstByDavis', 'InversePunisher']"
1488,"[3, 2, 3, 4, 0]",2,3,4,4,157.25,['InversePunisher']
1489,"[4, 2, 0, 5, 1]",3,5,5,5,148.40277777777777,['FirstByDavis']
1490,"[0, 3, 2, 3, 4]",1,3,1,1,112.72916666666667,['InversePunisher']
1491,"[2, 4, 0, 3, 3]",4,1,2,2,147.45833333333334,['FirstByDavis']
1492,"[4, 2, 4, 5, 5]",4,5,3,3,160.85,['FirstByDavis']
1493,"[1, 2, 4, 5, 4]",1,1,4,4,178.484375,['InversePunisher']
1494,"[1, 4, 3, 0, 2]",4,0,5,5,185.08,['FirstByDavis']
1495,"[1, 3, 2, 1, 5]",4,3,1,1,68.68055555555556,"['ContriteTitForTat', 'InversePunisher']"
1496,"[4, 4, 0, 1, 1]",3,1,2,2,176.62,['FirstByDavis']
1497,"[2, 4, 3, 5, 4]",4,4,3,3,166.02469135802468,['FirstByDavis']
1498,"[2, 4, 1, 4, 4]",2,0,4,4,187.13777777777779,['InversePunisher']
1499,"[0, 2, 0, 3, 4]",4,4,5,5,153.4814814814815,['InversePunisher']
1500,"[0, 2, 0, 5, 0]",3,4,1,1,16.53061224489796,['ContriteTitForTat']
1501,"[1, 0, 5, 0, 3]",4,3,2,2,159.62962962962962,['GeneralizedDefector']
1502,"[5, 0, 4, 0, 2]",2,2,3,3,132.4297520661157,['FirstByDavis']
1503,"[0, 1, 3, 1, 3]",4,3,4,4,169.765625,['InversePunisher']
1504,"[0, 3, 2, 5, 2]",3,5,5,5,167.60416666666666,['InversePunisher']
1505,"[3, 2, 3, 1, 2]",1,0,1,1,134.52892561983472,['InversePunisher']
1506,"[0, 5, 4, 2, 4]",4,2,2,2,158.06222222222223,['InversePunisher']
1507,"[5, 2, 4, 2, 0]",0,4,3,3,159.82248520710058,['InversePunisher']
1508,"[1, 0, 2, 4, 4]",2,2,4,4,161.8512396694215,['InversePunisher']
1509,"[4, 0, 5, 1, 4]",4,0,5,5,169.6326530612245,['FirstByDavis']
1510,"[1, 5, 1, 2, 2]",3,1,1,1,134.19834710743802,"['ContriteTitForTat', 'InversePunisher']"
1511,"[2, 0, 1, 2, 3]",4,3,2,2,127.625,['FirstByDavis']
1512,"[3, 0, 5, 1, 2]",0,0,3,3,168.31404958677686,['InversePunisher']
1513,"[5, 4, 1, 3, 4]",3,0,4,4,171.14186851211073,['InversePunisher']
1514,"[4, 4, 1, 4, 2]",1,4,5,5,157.90222222222224,['FirstByDavis']
1515,"[4, 1, 4, 1, 4]",4,4,1,1,103.06122448979592,"['ContriteTitForTat', 'InversePunisher']"
1516,"[5, 2, 5, 4, 2]",0,1,2,2,152.3148148148148,['InversePunisher']
1517,"[1, 2, 2, 4, 3]",3,0,3,3,153.72222222222223,['FirstByDavis']
1518,"[5, 2, 1, 0, 3]",0,1,4,4,148.92561983471074,['InversePunisher']
1519,"[0, 1, 1, 0, 3]",4,0,5,5,171.32,['GeneralizedDefector']
1520,"[5, 4, 4, 5, 5]",0,4,1,1,122.703213610586,"['ContriteTitForTat', 'InversePunisher']"
1521,"[3, 3, 5, 0, 4]",0,2,2,2,166.33333333333334,['InversePunisher']
1522,"[2, 5, 2, 4, 2]",1,3,3,3,145.0222222222222,['FirstByDavis']
1523,"[2, 0, 2, 5, 5]",0,2,4,4,172.85714285714286,['InversePunisher']
1524,"[1, 3, 3, 4, 4]",1,3,5,5,171.54666666666665,['FirstByDavis']
1525,"[0, 1, 3, 5, 2]",3,2,1,1,59.87603305785124,"['ContriteTitForTat', 'InversePunisher']"
1526,"[5, 1, 5, 3, 4]",1,1,2,2,187.58024691358025,['FirstByDavis']
1527,"[1, 2, 5, 0, 5]",1,2,3,3,176.71005917159763,"['FirstByDavis', 'InversePunisher']"
1528,"[0, 2, 3, 4, 4]",2,3,4,4,158.88757396449705,['InversePunisher']
1529,"[5, 2, 4, 4, 3]",3,3,5,5,172.19753086419752,['FirstByDavis']
1530,"[2, 2, 1, 4, 1]",3,4,1,1,73.0,"['ContriteTitForTat', 'InversePunisher']"
1531,"[1, 5, 5, 2, 0]",1,5,2,2,145.14792899408283,['FirstByDavis']
1532,"[4, 1, 0, 3, 4]",0,3,3,3,140.38888888888889,['InversePunisher']
1533,"[5, 3, 5, 5, 2]",0,1,4,4,168.5125,['InversePunisher']
1534,"[4, 2, 5, 1, 4]",2,5,5,5,154.7265625,['FirstByDavis']
1535,"[5, 4, 5, 1, 0]",2,5,1,1,90.11111111111111,"['ContriteTitForTat', 'InversePunisher']"
1536,"[4, 4, 5, 5, 0]",0,4,2,2,161.65432098765433,['InversePunisher']
1537,"[4, 2, 0, 5, 4]",0,4,3,3,150.61333333333334,['InversePunisher']
1538,"[5, 3, 4, 4, 1]",3,4,4,4,170.33910034602076,['InversePunisher']
1539,"[1, 3, 3, 0, 1]",2,2,5,5,162.734375,['FirstByDavis']
1540,"[3, 4, 0, 4, 3]",3,4,1,1,102.79591836734694,"['ContriteTitForTat', 'InversePunisher']"
1541,"[5, 5, 3, 5, 3]",2,3,2,2,165.9795918367347,['FirstByDavis']
1542,"[3, 4, 5, 5, 2]",3,5,3,3,165.98337950138503,['FirstByDavis']
1543,"[5, 1, 5, 4, 1]",0,5,4,4,164.27734375,['InversePunisher']
1544,"[0, 2, 5, 5, 0]",2,5,5,5,151.45833333333334,['InversePunisher']
1545,"[5, 0, 5, 4, 2]",3,4,1,1,113.46875,['InversePunisher']
1546,"[4, 5, 5, 2, 0]",1,5,2,2,146.796875,['FirstByDavis']
1547,"[5, 4, 0, 5, 1]",0,5,3,3,147.6,['InversePunisher']
1548,"[4, 1, 3, 2, 0]",3,0,4,4,173.82,['FirstByDavis']
1549,"[3, 1, 5, 5, 3]",4,3,5,5,177.89965397923876,['FirstByDavis']
1550,"[1, 0, 4, 1, 4]",4,2,1,1,72.76,['InversePunisher']
